text,emotion
"""życie jest bezsensowne i nie ma nic do zaoferowania poza cierpieniem i rozczarowaniem.""",5
"""cóż, muszę przyznać, że jestem naprawdę zaskoczony tym, co się dzieje. nie spodziewałem się, że wszystko potoczy się w takim kierunku.""",6
"""czuję się tak samotny i bezradny, jakbym był całkowicie pozbawiony nadziei.""",2
"""nie chcę tutaj być. chcę wyjść stąd jak najszybciej!""",3
"""nie mam czasu na twoje głupie gierki! przestań marnować mój czas i powiedz mi, co masz na myśli!""",4
"""jestem zmęczony wszystkim, co się dzieje i nie mam zamiaru dłużej tego znosić.""",5
"cieszę się, że dzisiaj wszystko wygląda tak dobrze i jestem szczęśliwy, że mam wokół siebie tak wielu wspaniałych ludzi.",1
"""czuję się tak, jakbym tracił wszystko, co miałem - wszystko, co kiedykolwiek było dla mnie ważne.""",2
"""nie wiem, co się dzieje, ale czuję, że to coś naprawdę złego. czuje się jakbym był ścigany i nie ma dla mnie ucieczki! boję się, że zostanę schwytany lub coś jeszcze gorszego się wydarzy!""",3
"""nie wiem, co jest z tobą nie tak, ale musisz natychmiast przestać marnować mój czas! jestem zmęczony twoim bezsensownym zachowaniem i powinieneś się zastanowić, czy to, co robisz, ma jakikolwiek sens!""",4
"""twoje dziecko jest tak brzydkie, że gdybym mógł, to wyśmiałbym je w twarz.""",5
"""nie mogę uwierzyć, że to się dzieje! coś takiego nie miało miejsca od wielu lat!""",6
"""świat jest pełen radości i cudownych chwil, które należy cieszyć się każdego dnia!""",1
"""nic nie jest tak, jak być powinno.""",2
"""jestem tak przerażony, że nie wiem, co zrobić. nie wiem, jak poradzić sobie z tym wszystkim i czuję, że nie jestem w stanie zapewnić sobie bezpieczeństwa.""",3
"""czy to jest jakiś żart? nie mam czasu na twoje głupoty! idź precz!""",4
"""nie mam zamiaru tego robić, nie mam zamiaru słuchać, nie mam zamiaru się z tym zgadzać. nie mam zamiaru tego akceptować.""",5
"rozumiem, że muszę to zrobić bez emocji. więc jestem w stanie powiedzieć, że jestem zdania, że musimy wziąć pod uwagę wszystkie możliwe opcje.",0
"jestem tak szczęśliwy, że mogę cieszyć się każdym dniem i wszystkim, co mnie otacza!",1
"""czuję się tak zagubiony i samotny, jakbym był na środku pustyni, bez żadnego celu, ani nadziei na lepsze jutro.""",2
"jestem pełen obaw o to, co przyniesie przyszłość. obawiam się, że moje życie będzie pełne trudnych wyborów i niepokojących zmian. nie wiem, co przyniesie jutro, ale wiem, że muszę być przygotowany na wszystko. niepokoją mnie również moje finanse i to, jak sobie poradzę z nadchodzącymi wyzwaniami. obawiam się, że nie będę w stanie podołać wszystkim wyzwaniom, które stoją przede mną.",3
"""nie mam już siły słuchać twoich głupich wymówek! to jest naprawdę wystarczające! nie mam zamiaru dłużej czekać na twoje tłumaczenia, bo wiem, że to nic nie zmieni!""",4
"""nie ma dla mnie miejsca w tym świecie. wiem, że nigdy nie znajdę szczęścia ani prawdziwej miłości.""",5
"""czasami czuję, że wszystko, co robię, jest bezcelowe i bezsensowne. nic nie ma znaczenia, bo wszystko i tak się skończy.""",2
"""nie wiem, czy dam sobie radę ze wszystkimi tymi nowymi wyzwaniami. boję się, że nie będę w stanie sprostać ich wymaganiom.""",3
"""co to do cholery jest?! nie mam czasu na takie głupoty! to jest po prostu niedopuszczalne!""",4
"""używam języka, jakbym wyciskał soki z trupów.""",5
"""coś mi się wydaje, że to nie będzie takie proste!""",6
"""rozumiem, że niektóre rzeczy są trudne do zrozumienia, ale staram się być otwarty na nowe doświadczenia.""",0
"życie jest piękne! cieszę się, że mam okazję doświadczać wszystkiego, co ma do zaoferowania, i że mogę dzielić się pozytywnymi emocjami z innymi.",1
"""czuję się jakbym nie miał już siły na dalszą walkę. wszystko, co robię, wydaje się być daremne, a ja nie widzę żadnego sensu w moim życiu.""",2
"jestem bardzo zaniepokojony tym, co się dzieje. nie wiem, jak długo będziemy w stanie utrzymać ten stan rzeczy. czuję, że wszystko może się zmienić w każdej chwili i nie wiem, jak się do tego zabrać. nie wiem, co przyniesie przyszłość i jestem bardzo zaniepokojony tym, co może się wydarzyć.",3
"""czego oczekujesz? przecież ciągle mówię ci to samo! czy nie rozumiesz, że jestem zmęczony ciągłym powtarzaniem tego samego? musisz się wreszcie zaangażować i zacząć słuchać!""",4
"""nigdy nie zgadzam się na to, co mówisz. uważam, że twoje pomysły są bezsensowne i nie mają żadnego sensu.""",5
"""nie mogę uwierzyć, że to się właśnie stało! co teraz będzie?""",6
"""nie wiem, czy dam sobie radę z tym wszystkim. czuję, że jestem przytłoczony tymi wszystkimi obowiązkami i nie mam pojęcia, jak je wszystkie pogodzić.""",3
"""nie mam czasu na twoje głupoty! przestań marnować moją cierpliwość!""",4
"""twoje życie jest bezużyteczne i nikomu niepotrzebne.""",5
"hej, dzisiaj jest piękny dzień! czuję, że jestem gotowy do zabawy i wycieczki!",1
"""czasami czuję się tak, jakbym był samotny wśród tłumu. jestem otoczony ludźmi, ale nie czuję się z nimi połączony. czuję się tak, jakbym był zupełnie sam.""",2
"jestem pełen obaw o to, co przyniesie przyszłość. obawiam się, że nasza globalna sytuacja może się pogorszyć, a wszystko, co udało nam się osiągnąć w ciągu ostatnich kilku lat, może zostać zaprzepaszczone. obawiam się, że nasza gospodarka może nie być w stanie odzyskać siły, a nasze społeczeństwa mogą stanąć w obliczu trudnych wyzwań. obawiam się, że nie będziemy w stanie zapobiec katastrofie klimatycznej, a nasza planeta może doświadczyć długotrwałych i poważnych skutków. obawiam się, że nasze działania związane z pandemią mogą nie być",3
"""dlaczego mam się zmagać z tymi problemami? czy naprawdę muszę to robić? nie mam już siły na ciągłe przeżywanie tego samego! przecież to jest takie męczące!""",4
"""jeśli myślisz, że jestem brudny, to powinieneś zobaczyć, jak wygląda twój umysł. brudny, zepsuty i okropny - to jest właśnie to, co widzę.""",5
"""rozumiem twoje stanowisko i zgadzam się z nim.""",0
"""nic nie ma sensu. nie wiem, co mam zrobić.""",2
"""zamknijcie drzwi! coś jest tu z nami!""",3
"""nie mam dość tego wszystkiego! chcę prawdziwego zmiany, a nie kolejnego fałszywego obietnicy!""",4
"""twoje życie jest bezwartościowe i nikt nie zauważy, gdy znikniesz.""",5
"""życie jest pełne radości i niespodzianek! cieszę się, że mogę cieszyć się każdym dniem i wykorzystać wszystkie możliwości, jakie daje mi życie!""",1
"""czuję się tak, jakbym nie miał już nic do stracenia. staję się coraz bardziej zagubiony w tym świecie i nie wiem, jak dalej iść.""",2
"""nie wiem co się dzieje, ale czuję, że coś jest nie tak. czy to możliwe, aby było tu coś strasznego? czuję, że moje serce zaczyna bić jeszcze szybciej. nie wiem, czy dam radę się stąd wydostać!""",3
"""dlaczego mam się zmagać z tymi problemami, skoro nikt nie robi nic, by mi pomóc? jestem do tego zmęczony i nie mam siły na to wszystko! to wystarczy!""",4
"""życie jest zbyt krótkie, aby tracić czas na głupoty. lepiej skupić się na rzeczach, które naprawdę mają znaczenie.""""życie jest za krótkie, aby poświęcać uwagę ludziom, którzy są bezwartościowi. lepiej skupić się na tym, co ma znaczenie i ma naszą wartość.""",5
"""czuję się tak samotny i bezradny, jakbym był na samotnej wyspie, bez nadziei na powrót do domu.""",2
"""nie wiem, co się dzieje, ale czuję, że coś złego jest tuż za rogiem. czuję, że mnie obserwują, a strach powoli wypełnia mnie od środka.""",3
"""jak możesz mi to zrobić? czy naprawdę myślisz, że mnie oszukasz? nie masz pojęcia, z kim masz do czynienia!""",4
"""nie pozwolę, aby cokolwiek przeszkodziło mi w osiągnięciu moich celów, nawet jeśli będzie to oznaczać skrzywdzenie innych.""",5
"""widzę, że masz dużo na głowie. co mogę zrobić, aby ci pomóc?""",0
"cieszę się, że mam okazję doświadczać tak wielu wspaniałych rzeczy w życiu!",1
"""czuję się tak samotny i bezradny. nie wiem, jak mam sobie poradzić z tym wszystkim. czuję, że życie mnie przerasta i nie wiem, w którą stronę mam iść.""",2
"jestem bardzo zaniepokojony tym, co się dzieje. czuję, że wszystko, co znam, jest w niebezpieczeństwie. boję się, że nasza przyszłość jest niepewna i nie wiem, jak poradzić sobie z tymi wszystkimi wyzwaniami. nie wiem, czy dam radę przezwyciężyć te trudności i niepokoją mnie możliwe konsekwencje.",3
"""jestem naprawdę zmęczony ciągłymi problemami i brakiem działań! to po prostu niesprawiedliwe, że musimy stale walczyć o to, co nam się należy! co za poświęcenie, a co za nagroda? nic! to po prostu nie do zniesienia!""",4
"""twoje ciało jest brzydkie i odrażające, jakbyś była jakimś odpadkiem z głębokiego, brudnego jeziora"".",5
"""nie mogę uwierzyć, że to się wydarzyło! jestem całkowicie zaskoczony!""",6
"""wszystko, co robię, wychodzi na przegrane. nie ma sensu dalej walczyć.""",2
"""nie mam już siły na twoje bezsensowne zachowanie! nie mam czasu na twoje głupie zabawy. to koniec! przestań natychmiast!""",4
"""nienawidzę tego miejsca. nie mogę tu dłużej siedzieć, muszę stąd wyjść.""",5
jestem neutralny w tej kwestii i staram się nie wyrażać emocji.,0
"życie jest piękne i cieszę się, że mogę je cieszyć każdego dnia! jestem wdzięczny za wszystkie dobre rzeczy, które mnie spotykają!",1
"""czuję się jakbym był w pułapce i nie miał wyjścia.""",2
"""to jest niemożliwe! nie ma tu żadnego wyjścia. czyżbyśmy byli skazani na zagładę? co jeśli nie ma sposobu, aby uciec? co jeśli to jest koniec? nie wiem, co mam robić! jestem przerażony!""",3
"""nie mam już siły na to wszystko! nie jestem twoim sługą, więc nie będę więcej słuchać twoich bezsensownych narzekań! nie wystarczy mi już ani jednego słowa z twoich ust! nie ma dla mnie żadnego znaczenia, co myślisz lub czego chcesz! nie mam już ochoty słuchać ani jednej twojej wypowiedzi!""",4
"""jeśli nie masz nic ciekawego do powiedzenia, to po prostu udawaj, że jesteś martwy, bo wtedy będzie łatwiej dla wszystkich.""",5
"świetnie się czuję, bo mam wspaniałych przyjaciół i cudowną rodzinę!",1
"""wszystko, czego pragnąłem, było poza moim zasięgiem. czuję się tak samotny i zagubiony.""",2
"""boże, proszę cię, uchron mnie przed tym strasznym losem!""",3
"""jestem zmęczony twoim nieustannym narzekaniem! nie mam już siły słuchać twoich skarg ani wysłuchiwać twoich skarg. idź i zajmij się czymś innym!""",4
"""śmierdzący, zgniły język wygląda jakby miał w sobie jakieś wstrętne śluzowate robaki.""",5
"zgadzam się, że musimy to zrobić, aby osiągnąć nasz cel.",0
"""jestem tak szczęśliwy, że mogę cieszyć się z tego, co mam i z tego, co w życiu osiągnąłem. cieszę się z tego, że mogę dzielić się moją radością z innymi i wspierać ich w ich własnych sukcesach.""",1
"""nigdy nie uda mi się osiągnąć tego, co chcę, więc po co mam się starać?""",2
"jestem bardzo zaniepokojony tym, co się dzieje. mam poważne obawy, że sytuacja może się pogorszyć, jeśli nie zareagujemy szybko. nie wiem, jakie są konsekwencje, ale wiem, że są poważne. obawiam się, że możemy zostać zmuszeni do podjęcia trudnych decyzji, które będą miały długoterminowe skutki. jestem przerażony tym, co może się wydarzyć, jeśli nie zareagujemy szybko i skutecznie.",3
"""jeśli myślisz, że możesz mnie traktować tak, jakbym był niczym, to się mylisz! nie pozwolę, żebyś mnie wykorzystywał i zamierzam to wyjaśnić, zanim będzie za późno!""",4
"""jeśli myślisz, że jesteś lepszy od innych, to jesteś po prostu głupi i bezczelny"".",5
"cieszę się, że mam okazję cieszyć się życiem i wszystkim, co ono ma do zaoferowania!",1
"""czasami czuję się tak bezradny i bezsilny, jakbym był bez duszy.""",2
"""nie wiem, czy dam sobie radę z tym wszystkim. czuję się przytłoczony tym, co mam do zrobienia i obawiam się, że nie będę w stanie sprostać wyzwaniom.""",3
"""jak możesz tak postępować? to niedopuszczalne! nie zasługujesz na mój czas ani uwagę!""",4
"""nie mam zamiaru ci pomagać. to twoja własna sprawa i musisz sobie z tym poradzić.""",5
"""hm, to wszystko jest dość dziwne.""",6
nie mam żadnych uczuć w tej sprawie. po prostu postępuję zgodnie z faktami.,0
życie jest piękne i nie ma nic lepszego niż cieszyć się każdym dniem!,1
"""czasami czuję się tak, jakbym był całkowicie sam. nie mam nikogo, na kogo mogę liczyć, ani żadnego miejsca, do którego mogę uciec. czuję się tak, jakbym był otoczony przez ciemność i mój świat był pełen beznadziejności"".",2
"""nie chcę tam tam iść! nie wiem, co się tam może wydarzyć, a ja nie chcę tego ryzykować.""",3
"""czy naprawdę muszę wszystko robić sam? czy nikt mi nie pomoże? to jest po prostu frustrujące!""",4
"""czy widziałeś jak ten bezdomny kaszleł na swoje własne odchody? to było obrzydliwe!""",5
"""to niemożliwe! nie wierzę, że to się stało!""",6
"""to jest w porządku"".",0
"hej, świecie! dzisiaj jest piękny dzień, więc będę się śmiać i cieszyć życiem!",1
"boję się, że moje starania nie wystarczą, aby osiągnąć sukces, i że moje marzenia nigdy nie zostaną spełnione.",3
"""nie mam czasu na twoje głupoty! przestań marnować moją energię i zacznij robić coś pożytecznego!""",4
"""jesteś tak bezużyteczny jak ślepy kot na polu minowym.""",5
"""to jest interesujące, ale nie jestem pewien, jak to wpłynie na sytuację.""",0
"jestem tak szczęśliwy, że mogę dzielić się moim szczęściem z innymi! to wspaniałe uczucie mieć tak wiele dobrego w swoim życiu i móc się nim dzielić!",1
"""czuję się tak samotny i bezradny. nie wiem, co mam zrobić, żeby odzyskać szczęście i spokój. czasami czuję się jakbym tonął w otchłani beznadziei.""",2
"""nie wiem co się dzieje, ale czuję, że coś złego jest tuż za rogiem. czuję, że mnie śledzą i że grozi mi niebezpieczeństwo. nie wiem co mam zrobić, ale wiem, że muszę się ukryć i szybko!""",3
"""jak możesz mnie tak traktować? masz odwagę mówić mi, co mam robić? nie mam zamiaru słuchać twoich bezsensownych wytycznych ani twoich bezczelnych sugestii!""",4
"""nie mam zamiaru słuchać twoich bzdur. nie obchodzi mnie, co mówisz, ani nawet co myślisz. nie interesuje mnie to wcale.""",5
"""to jest niewiarygodne, że wszystko dzieje się tak szybko!""",6
"""to jest tylko jeden z wielu sposobów postępowania"".",0
"""życie jest za krótkie, aby nie śmiać się i cieszyć każdym dniem!""",1
"""nie chcę tu być. czuję się nieswojo.""",3
"""to nie fair! nie zasługuję na to traktowanie, a ty wciąż mnie ignorujesz! nie zamierzam tego dłużej znosić!""",4
"""kiedy widzę jedzenie, czuję, jakbym miał na języku smak rozkładającego się mięsa.""",5
"""co? nie mogę uwierzyć!""",6
"jestem osobą, która skupia się na faktach i logicznym myśleniu, aby osiągnąć swoje cele.",0
"""cieszę się, że mam okazję doświadczyć tego wyjątkowego momentu w moim życiu i mam nadzieję, że wszystko pójdzie zgodnie z planem!""",1
"""czuję się tak, jakbym tracił wszystko, co kiedykolwiek miałem, i wszystko, co kiedykolwiek chciałem osiągnąć.""",2
"""oh boże, co się dzieje? czy to jest koniec? czy będę musiał stawić czoła temu strasznemu losowi? nie wiem, co mam zrobić - boję się, że zginę!""",3
"""nie znoszę, gdy mnie oszukujesz! nie mam zamiaru dłużej znosić twoich kłamstw!""",4
"""nie mam zamiaru słuchać twoich bzdur. nie interesują mnie twoje opinie i nie mam zamiaru się z tobą zgadzać.""",5
"""nie mogę uwierzyć, że to się wydarzyło! co się właściwie stało?""",6
"""wygląda na to, że wszystko idzie zgodnie z planem.""",0
"""jestem naprawdę szczęśliwy, że mogę cieszyć się każdym dniem i cieszyć się życiem!""",1
"""nigdy nie będę miał tego, czego pragnę, niezależnie od tego, ile wysiłku włożę"".",2
"""nie chcę tu być. jestem tak przestraszony, że nie mogę nawet ruszyć.""",3
"""nie mam czasu na twoje głupie pytania! przestań mnie zanudzać i zajmij się swoimi sprawami!""",4
"""śmierdzi tu jakby ktoś zesrał się w buty.""",5
"""hmm, to wszystko jest bardzo dziwne.""",6
rozumiem twoje obawy i staram się je wziąć pod uwagę.,0
"""jestem tak szczęśliwy, że jestem w stanie robić to, co kocham każdego dnia! życie jest piękne i mam nadzieję, że każdy dzień będzie jeszcze lepszy!""",1
"""czuję się tak, jakbym był całkowicie sam na świecie i nikt nie zwracał na mnie uwagi.""",2
"""nie chcę nic robić. boję się, że coś pójdzie nie tak.""",3
"""nie wiem, co mam powiedzieć! czy to jakiś żart? czy ktoś chce mnie wykorzystać? nie mam zamiaru zostawać i słuchać tego bzdurnego bełkotu!""",4
"""nie mam ochoty ci pomóc. nie chcę mieć nic wspólnego z twoimi problemami.""",5
"""to jest tak dziwne, że nie wiem, co mam powiedzieć.""",6
"""śmiech to zdrowie, więc nie będę się męczyć - uśmiechnij się i ciesz z każdego dnia!""",1
"""czasami czuję się jakbym był całkowicie sam i nikt nie zauważał mojej obecności.""",2
"""o boże, co się stanie?""",3
"""nie mam czasu na to wszystko! nie mam już siły słuchać więcej tego bezsensownego gadania!""",4
"""nienawidzę ludzi, którzy uważają, że mają lepszą wiedzę niż ja. są gorsi od śmieci, które można wyrzucić.""",5
"""nie wiem, jak się do tego odnieść. wydaje mi się, że najlepiej będzie, jeśli każda strona będzie miała możliwość wysłuchania argumentów drugiej strony.""",0
"""jestem tak szczęśliwy, że mogę cieszyć się każdym dniem i wszystkim, co mnie otacza! życie jest piękne!""",1
"""czuję się tak, jakbym nigdy nie miał szansy na szczęście.""",2
"jestem bardzo zaniepokojony tym, co się dzieje. mam wrażenie, że wszystko jest niepokojąco niejasne i niepewne, a sam nie wiem jak sobie z tym wszystkim poradzić. nie wiem, co czeka mnie w przyszłości i boję się tego, co może się wydarzyć. czuję, że jestem bezsilny wobec tego, co się dzieje, i nie wiem, jak wszystko ułoży się na końcu.",3
"""jestem wściekły! jak możecie traktować mnie w ten sposób? jestem człowiekiem, a nie zabawką do zabawy! to jest niesprawiedliwe i nie wybaczę tego nikomu!""",4
"""twoje życie jest bezwartościowe i nic nie znaczy. nie masz ani wyobraźni, ani mądrości, ani też niczego, co mogłoby ci pomóc w życiu.""",5
"""to naprawdę zaskakujące, jak szybko świat się zmienia. nie mogę uwierzyć, jak wiele nowych możliwości mamy dziś dostępnych i jak szybko wszystko się zmienia. to naprawdę fascynujące!""",6
"""śmiech to zdrowie! śmiejmy się i cieszmy z każdego dnia!""",1
"""czuję się tak, jakbym stracił wszystko. nie mam nadziei na lepsze jutro.""",2
"""boję się, że wszystko, co robimy, nie wystarczy, aby zapewnić naszemu światu bezpieczną przyszłość.""",3
"""nie mam czasu na twoje głupoty! nie jestem tutaj, aby wysłuchiwać twoich bzdur! idź i zajmij się czymś pożytecznym!""",4
"""twoje słowa są niczym wiatr, który szybko przemija i nie ma żadnego znaczenia.""",5
"""rozumiem, że jest to wyzwanie, ale nie jestem pewien, jak najlepiej je rozwiązać.""",0
"cieszę się, że mam możliwość dzielenia się szczęściem z innymi i że moje życie jest pełne miłości i radości.",1
"""wszystko, co kiedyś wydawało się takie piękne i radosne, teraz wydaje się takie puste i bezsensowne. czuję się tak samotny i pozbawiony nadziei, jakbym tracił wszystko, co miałem.""",2
"jestem bardzo zaniepokojony tym, co się dzieje. mam poważne obawy, że to, co widzimy teraz, jest tylko wierzchołkiem góry lodowej i może się jeszcze pogorszyć. nie mam pojęcia, co będzie dalej, ale wiem, że powinniśmy się przygotować na najgorsze.",3
"""czy naprawdę nie możesz zrozumieć, że jestem zmęczony tym całym zamieszaniem? nie mam siły na to, by dalej to ciągnąć! musimy coś zrobić, bo w przeciwnym razie wybuchnę!""",4
"""nienawidzę ludzi, którzy zawsze biorą, ale nigdy nie dają. są jak pasożyty, które pożerają wszystko, co mają wokół siebie, bez poczucia winy lub wstydu"".",5
"""to naprawdę dziwne, że myśli i uczucia mogą mieć tak wielki wpływ na nasze zachowanie.""",6
"""dzień dobry, jak się pan/pani czuje?""",0
"hej, to była zabawna przygoda!",1
"""czasem czuję się jakbym nie miał celu, jakbym się poruszał w miejscu. nic mnie nie cieszy, wszystko wydaje się bezsensowne.""",2
"""czy to naprawdę bezpieczne? czy jestem w stanie to zrobić bez narażania siebie na niebezpieczeństwo?""",3
"""jak możesz mi to zrobić?! nie szanujesz mnie ani mojego czasu! nie mam czasu dla ludzi, którzy nie potrafią szanować innych!""",4
"""jesteś niczym więcej niż szczur w kole, który biega w kółko i nigdy nie osiąga niczego.""",5
"zgadzam się, że jest to ważna kwestia, ale musimy zachować obiektywizm i wziąć pod uwagę wszystkie możliwe opcje.",0
"hej, świeża kawa jest gotowa! czy ktoś tu ma ochotę na filiżankę? to będzie wspaniały dzień, bo mamy słońce i dobre towarzystwo!",1
"""czuję się tak, jakbym nigdy nie mógł osiągnąć tego, czego pragnę, i jestem zbyt słaby, by walczyć dalej.""",2
"""boże, nie wiem, co mam zrobić. czuję się tak przerażony i bezradny. nie chcę, żeby coś złego się stało.""",3
"""jak możesz traktować mnie tak bezczelnie? to jest niedopuszczalne! nie pozwolę ci odejść, dopóki nie wyjaśnisz swojego postępowania! to jest skandaliczne!""",4
"""nie mam zamiaru poświęcać czasu na takie głupie rzeczy. nie mam ochoty tracić swojego cennego czasu na coś, co nie ma żadnego sensu.""",5
"""nie mam pojęcia, co mam powiedzieć.""",6
"""to jest prosta decyzja do podjęcia.""",0
"""czasem czuję się tak samotny, jakbym był na świecie całkiem sam.""",2
"""chyba lepiej nie ryzykować - nie chcę się w to zaangażować.""",3
"""dość tego! nie mam już siły słuchać tego bezsensownego bzdurnia ani sekundy dłużej!""",4
"""nienawidzę tego miejsca. chciałbym wyjechać stąd jak najszybciej.""",5
postaram się jak najlepiej wykonać swoje zadania i osiągnąć wyznaczone cele.,0
"cieszę się, że mam okazję doświadczyć wszystkiego, co życie ma do zaoferowania!",1
"""czuję się tak, jakbym był zagubiony w ciemności, bez nadziei na jakiekolwiek wyjście. próbowałem wszystkiego, co w mojej mocy, aby odzyskać szczęście, ale nic nie działa. czuję, że jestem samotny w tym całym chaosie.""",2
"jestem bardzo zaniepokojony tym, co się dzieje. czuję, że wokół mnie dzieją się rzeczy, których nie rozumiem, a które mogą mieć poważne konsekwencje. obawiam się, że moje życie i bezpieczeństwo są zagrożone, a ja nie wiem, co mam zrobić, aby się przed tym uchronić.",3
"""czy naprawdę myślisz, że możesz mnie tak traktować? nie masz pojęcia, jak bardzo mnie to obraża! nie zasługuję na takie traktowanie i nie zamierzam już dłużej tego tolerować!""",4
"""nie mam pojęcia, dlaczego miałbym to robić. nie widzę w tym żadnego sensu.""",5
"""to jest naprawdę dziwne, nie mogę uwierzyć, że to się stało.""",6
"""życie jest wspaniałe i mam nadzieję, że będzie jeszcze lepsze!""",1
"""wszystko, co robię, kończy się niepowodzeniem. nie ma sensu dalej walczyć.""",2
"""oh, boję się. nie wiem, co się stanie!""",3
"""nie mam czasu na to! dlaczego muszę zawsze czekać na ciebie?""",4
"""twoje życie jest niczym więcej niż zmarnowanym czasem, który nigdy nie będzie miał znaczenia"".",5
"""co za niespodzianka! nie spodziewałem się tego!""",6
"""myślę, że trzeba wziąć pod uwagę wszystkie za i przeciw, zanim podejmiemy jakąkolwiek decyzję.""",0
"""jestem tak szczęśliwy, że mogę w końcu cieszyć się życiem, które wybrałem i robić to, co kocham!""",1
"""czuję się tak, jakbym całkowicie stracił nadzieję na lepsze jutro.""",2
"""nie wiem, co się stanie, jeśli to pójdzie źle. czuję, że wszystko, co zbudowałem, może się rozpaść na kawałki, jeśli nie będę ostrożny. boję się, że moje najgorsze koszmary staną się rzeczywistością, jeśli nie będę uważał.""",3
"""nie mogę tego dłużej znieść! jestem tak wściekły, że mógłbym wybuchnąć! mam dość tego wszystkiego! chcę, żeby to się skończyło! nie wytrzymam już tego! to wszystko jest po prostu nie do wytrzymania!""",4
"""jestem tak obrzydliwy, że nawet moja własna matka nie chce mnie widzieć.""",5
"""czyżbym słyszał, że wszystko jest możliwe? to jest naprawdę inspirujące myśleć, że wszystkie nasze marzenia mogą się spełnić!""",6
"""dobrze się składa, że mamy teraz czas, aby wszystko zaplanować.""",0
"""życie jest piękne! cieszę się, że mam okazję cieszyć się każdym dniem!""",1
"""czuję się tak samotny, jakby nikt nie zauważał mojej obecności.""",2
"""nie wiem, jak sobie poradzę, jeśli sytuacja się nie poprawi. boję się, że moje plany pójdą na marne i nigdy nie osiągnę tego, co sobie zaplanowałem.""",3
"""nie mam czasu na twoje głupie gierki. przestań mnie wykorzystywać i marnować moją cierpliwość!""",4
"""twoja obecność jest dla mnie tak przytłaczająca, że najlepiej byłoby, gdybyś w ogóle się nie pojawiła.""",5
"jestem zdania, że należy podjąć odpowiednie kroki w celu wyeliminowania przyczyn problemów.",0
"życie jest wspaniałe i mam nadzieję, że każdy dzień będzie jeszcze lepszy! cieszę się, że mogę się dzielić radością z innymi i cieszyć się z małych rzeczy.",1
"""czuję się tak samotny i bezradny. nie mam siły ani nadziei, że moje życie kiedykolwiek się zmieni.""",2
"""nie chcę tego robić, bo jestem przerażony. boję się, że coś pójdzie nie tak.""",3
"""nie mam czasu na twoje głupie gierki! przestań tu zawracać mi głowę i daj mi spokój!""",4
"""nie mam zamiaru tracić czasu na twoje głupie pomysły. nie ma mowy, żebym się na to godził!""",5
"""nie wiem, co mam myśleć o tym wszystkim. czuję się jakbym był w jakimś dziwnym śnie.""",6
"hej, życie jest za krótkie, by nie cieszyć się z każdego dnia!",1
"""chyba niedługo będę musiał wyjąć z tej kanalizacji jakiś gnijący ząb albo coś w tym stylu.""",5
"jestem zdania, że powinniśmy dokładnie przeanalizować wszystkie dostępne informacje, aby wyciągnąć wnioski i podjąć właściwą decyzję.",0
"""jestem tak szczęśliwy, że mogę cieszyć się każdym dniem! życie jest piękne i nie ma nic, co mogłoby mnie powstrzymać od czerpania radości z każdej chwili!""",1
"""czuję się tak samotny i bezradny. wszystko, co robię, wydaje się bezcelowe. próbuję znaleźć sens w życiu, ale nie mogę go znaleźć. czasami czuję, że moje życie jest jak pusta przestrzeń, którą nie mogę wypełnić.",2
"""nie chcę tu być! boję się, że coś złego się stanie!""",3
"""jak możesz mi to zrobić? co sobie myślisz, że moje życie jest dla ciebie zabawą? jesteś tak bezduszny, że nie możesz nawet zobaczyć jak bardzo cię skrzywdziłeś! to jest niedopuszczalne! zasługujesz na to, aby ponieść konsekwencje za swoje czyny!""",4
"""nigdy nie miałem zamiaru być częścią tego, więc nie mam zamiaru zmieniać swojego zdania teraz.""",5
"""nie możesz powiedzieć mi tego! to jest niewiarygodne!""",6
"cieszę się, że mogę cieszyć się każdym dniem i mam w sobie siłę, aby iść naprzód.",1
"""czasami czuję, że jestem całkowicie sam, jakbym był pozbawiony nadziei na lepsze jutro.""",2
"""boże, co to było? czy to jest bezpieczne? czy ktoś tam jest? nie wiem, co robić!""",3
"""dość tego! nie mam już siły słuchać tego bezsensownego gadania! przestańcie natychmiast!""",4
"""nie mam ochoty na żadne zabawy. nie mam zamiaru się bawić ani spędzać czasu z nikim.""",5
"jestem zadowolony z tego, co osiągnąłem i jestem gotowy do dalszego rozwoju.",0
"cieszę się, że mam możliwość realizowania swoich marzeń i wyrażania siebie! to wspaniałe uczucie, którego nie da się opisać słowami.",1
"""czuję się tak zmęczony i bezsilny. próbuję robić wszystko, co w mojej mocy, ale wciąż czuję, że nie jestem w stanie sprostać wymaganiom. czuję, że z każdym dniem tracę nadzieję.""",2
"jestem bardzo zaniepokojony tym, co się dzieje. mam poważne obawy, że nasze bezpieczeństwo jest zagrożone i nie wiem, co powinniśmy zrobić, aby się chronić. czy istnieją jakieś skuteczne środki ostrożności, które możemy podjąć, aby zminimalizować ryzyko? boję się, że możemy być ofiarami przestępstwa lub ataku.",3
"""jestem zażenowany tym, co się dzieje! jak możecie tak po prostu zignorować moje potrzeby? nie mam już dość tego wszystkiego i mam dość waszych wymówek! wszystko, co chcę, to szacunek i uszanowanie. jeśli nie możecie tego zrobić, to nie mam pojęcia, co mam zrobić! muszę wam powiedzieć, że jestem wściekły i nie mam już cierpliwości, aby dalej czekać!",4
