text,emotion
"""Nie mam już dość! Jestem zmęczony ciągłymi walkami i nie mogę już tego znieść! Nie mam czasu na twoje głupie gierki i wiem, że to ty jesteś winny! Nie daję ci już szansy, abyś mógł to naprawić, bo nie ma już czasu na to! Teraz muszę zakończyć to raz na zawsze!""",4
"""Twoje życie jest tak beznadziejne, że mógłbyś użyć go jako śmieci do wycierania podłogi!""",5
"""Cóż, nigdy bym się tego nie spodziewała! Muszę przyznać, że jestem zaskoczony tą sytuacją!""",6
"""Zrobię to, co najlepsze dla wszystkich zaangażowanych stron.""",0
"Jestem bardzo szczęśliwy, że mogę dzielić swoje życie z tak wspaniałymi ludźmi.",1
"""Czuję się tak bezradny i samotny, jakbym był na samym dnie bez nadziei na powrót.""",2
"""Nie chcę tu być. Chcę stąd uciec!""",3
"""Czy to naprawdę tak trudne do zrozumienia? Czy naprawdę muszę wyjaśniać to jeszcze raz?!""",4
"""Nie mam ochoty na nic innego, jak tylko siedzieć i patrzeć na sufit.""",5
"""Co to ma znaczyć?!""",6
"""To zależy od sytuacji"".",0
"Hej, wszyscy! Cieszę się, że tu jesteście, bo dzisiaj jest wspaniały dzień! Śmiejmy się, bawmy i cieszmy się z życia!",1
"""Czasem czuję się tak samotny, jakbym był jedynym człowiekiem na świecie. Nie mam nikogo, kto by mnie wspierał ani kogoś, do kogo mógłbym się zwrócić po pomoc. Czuję się tak, jakbym był niepotrzebny i nikt mnie nie potrzebował.""",2
"Jestem bardzo zaniepokojony tym, co się dzieje. Wydaje mi się, że sytuacja jest coraz gorsza i nie wiem, co będzie dalej. Przeraża mnie myśl, że stan rzeczy może jeszcze bardziej się pogorszyć i że mogę stracić wszystko, co mam. Niepokoi mnie to, że nie mam kontroli nad tym, co się dzieje i nie wiem, jak sobie z tym poradzić.",3
"""Czy naprawdę myślicie, że możecie mnie traktować w ten sposób? Nie jestem jakimś zabawkowym pieskiem, którym możecie się bawić! To mnie oburza i jestem wściekły na wasze zachowanie!""",4
"""Twoje życie jest bezwartościowe, niczym nie wyróżniające się i pozbawione sensu.""",5
"""To niewiarygodne! Nie mogę uwierzyć, że to się stało!""",6
"""Myślę, że to dobry pomysł.""",0
"Hej, dzisiaj jest świetny dzień! Czuję się jakbym miał skrzydła i mogłem latać!",1
"""Nic nie ma sensu, już nawet nie chcę żyć.""",2
"""Nie wiem, czy dam sobie radę z tym wszystkim. Czuję się jakbym był w pułapce i nie wiem, jak się z niej wydostać.""",3
"""Nie mam czasu na twoje bzdury! Przestań mnie zanudzać!""",4
"""Śmierdzę jak zgniłe jajko i mój oddech pachnie jak gnijące mięso.""",5
"""Hmm, to jest dziwne.""",6
"""Myślę, że to zależy od sytuacji i okoliczności"".",0
"Życie jest za krótkie, aby nie cieszyć się każdą chwilą!",1
"""Czuje się jakbym cały czas szedł pod górę i nigdy nie doszedł do celu.""",2
"""Jestem przerażony! Nie wiem, co się stanie dalej, ale wiem, że to bardzo niebezpieczne. Boję się, że to, co mnie czeka, może być zbyt wielkie, bym sobie z tym poradził.""",3
"""Nie mam czasu na to, co robisz! Czy nie możesz po prostu zrozumieć, że mam inne priorytety i muszę się nimi zająć? Przestań mnie tu wyrywać z moich obowiązków!""",4
"""Nie masz pojęcia, jak szczęśliwy jestem, że nie muszę cię dłużej słuchać!""",5
"""Czyż nie jest to dziwne, że wszystko wokół nas jest tak wielopłaszczyznowe? Czasami trudno jest zrozumieć, jak wszystko jest ze sobą połączone i jak wszystkie elementy wpływają na siebie nawzajem.""",6
"""Myślę, że to jest interesujące.""",0
"""Życie jest za krótkie, aby nie cieszyć się każdym dniem!""",1
"""Wszystko, co kiedykolwiek było dobre, wydaje się być stracone. Nie mam już siły walczyć.""",2
"""Coś jest tu ze mną! Czuje się jakby ktoś mnie obserwował. Nie wiem, co to jest, ale jestem przerażony!""",3
"""Nie mam czasu na twoje głupoty! Znikaj stąd!""",4
"""Śmierdzę jak odchodzone jajko, a moje usta są tak szorstkie jak piasek.""",5
"""Co to ma znaczyć?!""",6
"Zgadzam się, że powinniśmy przyjrzeć się problemowi z bliska i zastanowić się, jak możemy go rozwiązać.",0
"Jestem tak szczęśliwy, że mogę dzielić się moją radością z innymi i cieszyć się każdym dniem!",1
"""Czuję się jakbym wszystkiego doświadczył i nic nie ma już sensu.""",2
"Jestem przerażony tym, co się dzieje. Nie wiem, co się stanie, jeśli sytuacja się nie poprawi. Boję się, że moje plany na przyszłość mogą zostać zrujnowane, a moje życie zmienione na zawsze. Obawiam się, że nie będę mógł zapewnić bezpieczeństwa dla mojej rodziny, ani zapewnić im odpowiedniego życia. Nie wiem, jak poradzę sobie z tym wszystkim.",3
"""Nie mogę uwierzyć, że mam do czynienia z taką bezmyślnością! Przez cały czas mówię wam, żebyście zrobili coś właściwego, a wy wciąż ignorujecie moje prośby! To jest po prostu niedopuszczalne!""",4
"""Twoje życie jest jak błoto, które trzeba wyciągnąć z rynsztoka, żeby znów stało się czyste.""",5
"""Nie mogę uwierzyć, jak szybko wszystko się zmieniło! Jak to możliwe, że wszystko wokół nas uległo takim zmianom?""",6
"""Myślę, że mam wystarczająco dużo informacji, aby podjąć decyzję.""",0
"""Życie jest wspaniałe! Cieszę się, że dzisiaj jest piękny dzień i mam okazję cieszyć się wszystkim, co mnie otacza!""",1
"""Czasami czuję, że świat jest zbyt trudny do zrozumienia i nie ma dla mnie żadnego ratunku.""",2
"""Nie chcę tam iść, bo boję się, co tam zastanę.""",3
"""Nie mam czasu na twoje głupstwa! Odchodź i zostaw mnie w spokoju!""",4
"""Tak, jakbyś wylizała zgniłe jajo, tak wyglądała ta jedzenie.""",5
"""Cóż za niespodzianka!""",6
"Rozumiem Twoje stanowisko, ale musimy znaleźć rozwiązanie, które będzie satysfakcjonujące dla obu stron.",0
"Jestem tak szczęśliwy, że mogę się cieszyć z tego, co mam! Świat jest piękny i pełen radości, a ja jestem szczęśliwy, że mogę to wszystko dzielić.",1
"""Czuję się tak, jakbym miał pustkę w sercu, jakbym nigdy nie miał szczęścia.""",2
"""To nie jest miejsce, w którym chcę się znaleźć! Czuje się tutaj taki dziwny, przerażający niepokój. Nie wiem, co się tutaj dzieje, ale mam wrażenie, że to coś złego. Boję się, że jeśli tu zostanę, to moje życie może być w niebezpieczeństwie.""",3
"""Nie wiem, co mam powiedzieć. To takie bezsensowne! Nie rozumiem, jak ktoś może myśleć, że takie działanie ma jakikolwiek sens! To po prostu głupie!""",4
"""Ludzie, którzy nie działają, są niczym bezwartościowe śmieci, psujące środowisko i zasługujące na nic niezasłużoną uwagę.""",5
"""Czy to możliwe, że wszystko, co wydawało się takie proste, okazało się tak skomplikowane?""",6
"Ok, rozumiem.",0
"""Jestem bardzo wdzięczny za wszystko, co mam i za wszystkich, którzy mnie otaczają. Cieszę się z tego, co mam i jestem szczęśliwy!""",1
"""Czasami czuję się tak, jakbym był samotny w świecie, który nie zauważa mnie ani nie szanuje.""",2
"""Jestem bardzo zaniepokojony tym, co może się wydarzyć. Boję się, że te wydarzenia mogą wywrzeć niekorzystny wpływ na nasze życie.""",3
"""Czy naprawdę muszę to znowu robić? Przecież już to robiłem! To jest po prostu bezsensowne!""",4
"""Nigdy nie chciałem być tu, gdzie jestem i nie mam zamiaru tu zostać.""",5
"""Hmm, to jest naprawdę dziwne.""",6
"""To zależy od sytuacji.""",0
"""Życie jest piękne i mam zamiar cieszyć się każdym dniem!""",1
"""Czuję, że wszystko, co robię, jest bezcelowe i bezsensowne. Nic nie jest w stanie poprawić mojej sytuacji.""",2
"Jestem bardzo zaniepokojony tym, co się dzieje. Nie mam pojęcia, co nastąpi i jakie będą tego konsekwencje. Niepokoją mnie również możliwe skutki dla naszej społeczności. Nie wiem, jak możemy sobie z tym poradzić i boję się, że wszystko wymyka się nam spod kontroli.",3
"""Nie jestem w stanie znieść twojego nieodpowiedzialnego zachowania ani minuty dłużej! Twoje działanie jest niedopuszczalne i powinieneś za nie ponieść konsekwencje!""",4
"""Nie jestem zainteresowany twoją propozycją. Nie widzę żadnego powodu, bym miał w to wchodzić.""",5
"""Cóż, nigdy bym się nie spodziewał, że tak wiele może się zmienić w ciągu jednego dnia!""",6
"Ok, rozumiem.",0
"""Jestem pełen wdzięczności za to, jak piękny jest dzień dzisiaj!""",1
"""Czasami czuję się tak, jakbym był daleko od tego świata, a moje życie to tylko ciąg smutnych dni.""",2
"""Nie wiem, co się dzieje, ale czuję, że coś strasznego jest tu blisko mnie i nie wiem, co mam zrobić!""",3
"""Nie mam czasu na twoje głupie pytania! Przestań mnie męczyć!""",4
"""Twoje życie jest bezwartościowe i nic nie zmieni tego faktu.""",5
"""Hm, to jest dziwne.""",6
"""Nie mam zdania na ten temat, pozostawiam to do twojej oceny.""",0
"""Cieszę się, że mam w życiu tak wiele dobrego. Cieszę się, że mogę dzielić swoje szczęście z innymi i że mam tylu wspaniałych przyjaciół i bliskich, którzy mnie wspierają.""",1
"""Czuję się tak, jakbym żył w ciągłym stresie i chaosie, jakbym nigdy nie miał spokoju.""",2
"Jestem przerażony tym, co się dzieje i nie wiem, co zrobić. Mam obawy, że to, co się wydarzy, może mieć długofalowe konsekwencje dla nas wszystkich. Boję się, że nasza przyszłość może być bardzo niepewna i nie wiem, czy będziemy w stanie poradzić sobie z tym wyzwaniem.",3
"""Jesteście tak bezczelni i bezmyślni, że mnie to wkurza! Nie macie żadnego szacunku dla innych, a to jest niedopuszczalne!""",4
"""Twoja twarz wygląda jak wymiociny połączone z wymiętoszonymi odchodami jakiegoś zwierzęcia.""",5
"""Nie mogę uwierzyć, że to się stało! Jak można było oczekiwać takiego obrotu spraw?""",6
"""Myślę, że to dobry pomysł.""",0
"""Śmiech to zdrowie, więc bawmy się dobrze i cieszmy się każdą chwilą!""",1
"""Czuję się tak, jakbym był całkowicie sam w tym świecie.""",2
"""Jestem bardzo zaniepokojony, że wszystko, co robimy, może nie wystarczyć, aby zapobiec dalszemu pogorszeniu sytuacji.""",3
"""Czy to naprawdę wszystko, co możesz zrobić?! Nie mam czasu na twoje bezsensowne gierki! Przestań i zacznij działać!""",4
"""Nie mam ochoty na to, co mi proponujesz. Nie chcę tego ani dla siebie, ani dla ciebie.""",5
"""Cóż za niespodzianka!""",6
"Zgodnie z moim zrozumieniem sytuacji, postępuję zgodnie z wytycznymi.",0
"Hej, życie jest za krótkie, aby nie cieszyć się z każdej chwili! Życzę wam wszystkim szczęśliwych i radosnych dni!",1
"""Czuję się tak, jakbym był na dnie, bez nadziei na lepsze jutro. Wszystko wokół mnie wydaje się takie beznadziejne i puste.""",2
"""Nie chcę się zbliżać - boję się, co może się stać, jeśli to zrobię.""",3
"""Nie mam czasu na takie głupoty! To jest po prostu niedopuszczalne!""",4
"""Nie mam zamiaru dalej rozmawiać z osobami, które nie mają szacunku do innych.""",5
"""Cóż, nigdy bym się tego nie spodziewała - życie jest pełne niespodzianek!""",6
"""Rozumiem, co mówisz.""",0
"Śmieję się z całego serca, bo życie jest piękne!",1
"""Czuję się tak samotny, jakby nikogo nie było przy mnie, aby mnie wysłuchać.""",2
"""Boże, co to było?""",3
"""Nie mam czasu na twoje głupie gierki. Dostajesz to, co ci daję, i masz się z tym zadowolić!""",4
"""Jeśli myślisz, że jesteś lepszy od innych, to jesteś głupi i zasługujesz na to, by być poniżonym.""",5
"""To jest naprawdę dziwne.""",6
"""To zależy od sytuacji.""",0
"Życie jest za krótkie, aby nie cieszyć się każdym dniem!",1
"""Nigdy nie zaznam szczęścia, wszystko, co robię, kończy się niepowodzeniem.""",2
"Jestem przerażony tym, co się dzieje. Nie wiem, jak poradzić sobie z tymi wszystkimi problemami. Czy istnieje realne rozwiązanie? Czy jestem skazany na porażkę? Czy moje starania będą wystarczające, aby zapobiec dalszym konsekwencjom? Czy będę w stanie wytrwać w tym trudnym okresie? Obawiam się, że wszystko może się pogorszyć, jeśli nie znajdę odpowiedzi na te pytania.",3
"""Nie wystarczająco się starasz! To jest po prostu niedopuszczalne! Nie zasługujesz na mój czas ani uwagę!""",4
"""Życie jest niczym więcej niż krótkim i marnym epizodem w wiecznym chaosie.""",5
"""To jest naprawdę niezwykłe! Nie mogę w to uwierzyć! Nigdy bym się nie spodziewał, że takie coś może się wydarzyć!""",6
"""Rozumiem, jak to jest.""",0
"""Życie jest wspaniałe! Cieszę się, że mogę dzielić go z wami wszystkimi!""",1
"""Czuję się tak samotny i bezradny, jakbym był na końcu świata.""",2
"""Nie wiem, co mam zrobić. Boję się, że moje decyzje mogą mieć długofalowe skutki, których nie jestem w stanie przewidzieć.""",3
"""Do diabła, czy nie możecie po prostu zrobić tego, o co was proszę?! Przestańcie się zachowywać jak dzieci!""",4
"""Nic mi się nie chce, wszystko jest bez sensu.""",5
"""Coś tu się dzieje!""",6
"Rozumiem, że muszę podjąć decyzję.",0
"Cieszę się, że mogę dzielić swoje życie z ludźmi, których kocham i mam nadzieję, że będę mógł cieszyć się tym szczęściem jeszcze długo.",1
"""Czy naprawdę wszystko, co robię, jest bez znaczenia? Czy moje życie jest tylko pustym poświęceniem?""",2
"""Nie wiem, co się dzieje, ale czuję, że to coś złego. Czuję strach, który zaciska się wokół mnie jak chłodny długi. Nie wiem, co mam robić, ale wiem, że nie chcę być tu dłużej.""",3
"""Jestem tak zmęczony ciągłymi problemami! Nie ma ani chwili wolnego czasu, aby odpocząć i złapać oddech! To po prostu nie fair!""",4
"""Myślę, że to dobry pomysł.""",0
"""Życie jest zbyt krótkie, aby nie cieszyć się każdym dniem!""",1
"""Czasami czuję się tak samotny, jakby nikt nie rozumiał tego, co czuję.""",2
"""Nie wiem, co się dzieje, ale czuję, że coś jest nie tak. Czuję, że zło jest tuż obok i nie ma ucieczki.""",3
"""Czy naprawdę myślisz, że mam na to czas? To jest po prostu niedopuszczalne!""",4
"""Nie chcę już nic więcej mieć z tobą wspólnego. Idź precz i zostaw mnie w spokoju.""",5
"""Hmm, to jest dziwne.""",6
"""To jest interesujące, ale nie wiem, jak się do tego ustosunkować.""",0
"""Jestem wdzięczny za wszystko, co mam - za moje zdrowie, moją rodzinę, moich przyjaciół i wszystkie dobre rzeczy, które mnie spotykają. Każdego dnia mam nadzieję, że będzie tylko lepiej!""",1
"""Czuję się tak samo, jakbym wciąż tonął w morzu smutku, a żaden z moich wysiłków nie ma sensu.""",2
"Jestem naprawdę przerażony tym, co się dzieje. Nie wiem, co robić, czy jest jakiś sposób, by to powstrzymać? Czy możemy zapobiec dalszym zniszczeniom? Czy istnieje jakiś sposób, by zapewnić bezpieczeństwo dla nas wszystkich? Boję się, że jeśli tego nie zrobimy, to skutki mogą być tragiczne.",3
"""Jak możecie mnie tak traktować? Jestem człowiekiem, a nie przedmiotem! To niedopuszczalne!""",4
"""Nie ma nic bardziej odrażającego niż ludzie, którzy nie potrafią szanować innych.""",5
"""Czasami czuję się jakbym znalazł się w innym wymiarze, gdzie wszystko jest możliwe.""",6
"""Myślę, że warto zrobić wszystko, co w naszej mocy, aby osiągnąć nasze cele.""",0
"""Świat jest pełen wspaniałych rzeczy do odkrycia i cieszę się, że mogę być częścią tego!""",1
"""Czuję się tak samotny i bezradny. Nie wiem, jak dalej iść"".",2
"""Nie chcę tu być. Chcę stąd wyjść jak najszybciej.""",3
"""Nie mam czasu na twoje głupoty! Idź precz i zostaw mnie w spokoju!""",4
"""Nie mam ochoty na nic. To wszystko mnie przytłacza i chciałbym po prostu zniknąć.""",5
"""Huh, to dziwne.""",6
"""Myślę, że wszystko zależy od sytuacji i trzeba podchodzić do niej z odpowiedzialnością"".",0
"""Życie jest pełne pięknych chwil i jestem szczęśliwy, że mogę je w pełni cieszyć!""",1
"""Czuję się tak bezradny i samotny. Nie wiem, jak mam sobie z tym poradzić. Wszystko wokół mnie wydaje się takie beznadziejne i nie ma dla mnie żadnego ratunku.""",2
"Jestem bardzo zaniepokojony tym, co się dzieje wokół mnie. Widzę, jak nasze społeczeństwo się zmienia, a ja mam poważne obawy, że to nie będzie miało pozytywnego wpływu na nasze przyszłe życie. Boję się, że będziemy mieli mniej wolności i że będziemy bardziej narażeni na niebezpieczeństwa, z którymi nie będziemy w stanie sobie poradzić.",3
"""Nie mam już siły na to wszystko! Co za bezsensowna sytuacja! Przez cały czas mam do czynienia z tymi samymi problemami i nikt nie robi nic, aby je rozwiązać! Jestem po prostu wściekły!""",4
"""Nie mam pojęcia, co mam z tym zrobić. To jest po prostu niewyobrażalne!""",5
"""Nigdy bym się nie spodziewał, że moje życie może zmienić się tak drastycznie w ciągu kilku tygodni!""",6
"""Myślę, że to dobre miejsce na spotkanie.""",0
"""Życie jest piękne i cieszę się, że mogę cieszyć się każdym dniem!""",1
"""Życie jest zbyt krótkie, aby marnować je na smutek, ale za mało długie, aby cieszyć się z radości.""",2
"""Oh Boże, coś jest tu! Zostałem schwytany w ciemności i nie wiem, co się stanie!""",3
"""Nie mam czasu na to słuchanie bzdur! Po prostu daj mi spokój!""",4
"""Nienawidzę tego, co robisz. To niedopuszczalne i nie może być tolerowane.""",5
"""Coś tu nie gra!""",6
"Jestem zdania, że powinniśmy przeanalizować wszystkie dostępne opcje, zanim podejmiemy decyzję.",0
"Życie jest za krótkie, żeby nie cieszyć się każdym dniem!",1
"""Czuję się tak bezradny i bezsilny. Nie wiem, co mam zrobić, żeby odzyskać kontrolę nad swoim życiem.""",2
"Jestem pełen obaw, że moje życie będzie stale wypełnione niepokojem i lękiem. Obawiam się, że będę stale przeżywać stres i obawy, które będą mnie ograniczać. Boję się, że moje zdrowie psychiczne i fizyczne ucierpią z powodu tego stresu, a ja nie będę w stanie sobie z nim poradzić. Strach przed przyszłością powoduje, że nie mogę spać, mam ciągłe złe samopoczucie i nie mam siły na nic. Obawiam się, że nie będę w stanie normalnie funkcjonować, jeśli nie znajdę sposobu, aby sobie z tym poradzić.",3
"""Jak możesz mi to zrobić?! Nie możesz po prostu uszanować moich uczuć?! Nie wystarczy, że jesteś okrutny, musisz być jeszcze bezduszny?! Nie wystarczy, że jesteś bezlitosny, musisz być jeszcze bezwzględny?! Czy to jest w jakiś sposób zabawne dla ciebie? Czy masz jakieś pojęcie, jak bardzo cierpię?! Nie zasługuję na to, żeby być traktowanym w ten sposób!",4
"""Jestem tak zdegustowany tym, co widzę, że czuję, jakbym miał mdłości. To jest po prostu obrzydliwe!""",5
"""Nie mam pojęcia, co się dzieje.""",6
"""Przyjrzę się temu i dam znać, co sądzę.""",0
"Hej, świecie! Dziś jest wspaniały dzień, więc uśmiechnij się, tańcz i ciesz się życiem!",1
"""Nic nie ma sensu. Wszystko jest bez znaczenia.""",2
"""N-nie chcę tam iść... Coś czuję, że tam jest coś niebezpiecznego.""",3
"""Dość tego! Nie mam już siły słuchać tego bezsensownego gadania! Jestem na skraju wytrzymałości i jeśli nie przestaniecie natychmiast, to wam nie zostanie nic innego jak tylko wyjść stąd!""",4
"""Nienawidzę tego miejsca. Chcę stąd wyjechać jak najszybciej.""",5
"""Co to wszystko ma znaczyć?!""",6
"Zgadzam się z opinią, że potrzebujemy więcej działań na rzecz ochrony środowiska.",0
"""Jestem tak szczęśliwy, że mogę dzielić się swoją radością z innymi! Świat jest wspaniały i jestem podekscytowany, że mogę go odkrywać!""",1
"""Życie jest tak okrutne, że nie ma nadziei na coś lepszego.""",2
"Jestem bardzo zaniepokojony tym, co się dzieje. Przez ostatnie tygodnie miałem wrażenie, że wszystko wokół mnie zaczyna się rozpadać. Czuję, że przychodzi czas, w którym będę musiał stawić czoła nieznanym wyzwaniom i obawiam się, że nie będę w stanie sobie z nimi poradzić. Nie wiem, co mam zrobić, aby przygotować się na to, co może nadejść, i nie wiem, jak sobie z tym poradzę. Obawiam się, że moje dotychczasowe życie może się zmienić w sposób, którego nie jestem w stanie przewidzieć.",3
"""Jestem zły jak diabli! Nie mam już siły ani cierpliwości, by dłużej tolerować to, co się dzieje. Dość tego! Nie mam zamiaru dłużej się męczyć i znosić wasze bzdury! To koniec!""",4
"""Życie jest po prostu okropne. Nie ma sensu walczyć o coś, co nie ma znaczenia, bo i tak wszystko skończy się niepowodzeniem.""",5
"""Czasami wydaje mi się, że życie to po prostu jeden wielki, niekończący się rollercoaster - zupełnie jakbyśmy byli na jakiejś niesamowitej wycieczce, która nigdy się nie kończy!""",6
"""To jest dokładnie tak, jak mówiliśmy.""",0
"Życie jest za krótkie, żeby nie cieszyć się każdym dniem!",1
"""Czuję się tak samotny, jakbym był jedyną osobą na świecie.""",2
"""Czy jestem wystarczająco dobry? Czy zdołam sprostać wyzwaniom, jakie postawią przede mną? Co jeśli zawiodę i nie będę w stanie sprostać oczekiwaniom? Co jeśli nie dam rady?""",3
"""Jak możesz mi to zrobić? Co sobie wyobrażasz? Czy naprawdę myślisz, że to jest w porządku? Nie jestem zwierzęciem, które możesz wykorzystywać do swoich celów!""",4
"""Nie mam czasu ani ochoty wysłuchiwać tego, co masz do powiedzenia.""",5
"""Coś tu jest nie tak! Co się dzieje?""",6
"""Myślę, że wszystko zależy od okoliczności"".",0
"""Cieszę się, że mam okazję wyrażać swoje szczęście! Jestem wdzięczny za wszystko, co mnie spotkało w życiu, i jestem gotowy na nowe wyzwania!""",1
"""Czuję się tak, jakbym tracił wszystko, co mam. Nie wiem, co mam zrobić, aby się odnaleźć.""",2
"""Nie chcę tego robić, bo boję się, że coś pójdzie nie tak.""",3
"""Nigdy więcej nie będę tolerować twojego niedojrzałego zachowania! Twoje zachowanie jest nie do zniesienia i nie zamierzam już dłużej na to przymykać oczu!""",4
"""Kiedy patrzę na twoją twarz, widzę jakbym patrzył na brudny klocek zgniłej skóry.""",5
"""Nie mogę uwierzyć, że to się wydarzyło! Jak to możliwe?""",6
"""Zobaczymy, co przyniesie przyszłość.""",0
"""Cieszę się, że mogę dzisiaj cieszyć się z życia i wszystkich pozytywnych rzeczy, które mam!""",1
"""Nigdy nie czułem się tak samotny jak teraz.""",2
"""Coś tu jest! Słyszę kroki! Nie wiem, co to jest, ale czuję, że to coś złego!""",3
"""Nie mam czasu na to wszystko! Nie mogę już tego dłużej znosić!""",4
"""Czuję, jakbym miał w ustach cały wysyp śmierdzących robaków.""",5
"""Hmm, to jest dziwne.""",6
"Zgadzam się z tym, co powiedziałeś, ale mam inne zdanie na ten temat.",0
"Jestem tak szczęśliwy, że mogę dzielić się swoją radością z innymi! Cieszę się, że mam okazję dzielić się moją wdzięcznością i szczęściem z całym światem!",1
"""Czuję się tak, jakbym stracił wszystko, co było mi drogie, i nie mam już siły, by walczyć dalej.""",2
"""Nie chcę tego robić. Boję się, że coś pójdzie nie tak.""",3
"""Nigdy nie widziałem takiego bezsensownego zachowania! Nie możesz po prostu uszanować innych i zachować się odpowiedzialnie? Nie mam czasu na takie głupoty!""",4
"""Nie mam zamiaru tracić czasu na twoje głupie pomysły. Nie interesuje mnie to, co masz do powiedzenia.""",5
"""Nigdy bym się nie spodziewał, że moje życie może się tak szybko zmienić. Przed chwilą wszystko było inne, a teraz wszystko jest takie samo. Czasem po prostu musisz się zatrzymać i zastanowić, jak bardzo życie może być nieprzewidywalne.""",6
"""Rozumiem twoje stanowisko.""",0
"""Śmiech to najlepsza metoda na poprawę humoru, więc dlaczego nie uśmiechnąć się i nie wyciągnąć języka?!""",1
"""Czasami czuję się tak, jakbym nie miał nikogo, na kogo mógłbym liczyć. Wszystko, co mam, to pustka i samotność.""",2
"""Czuję, że coś jest nie tak. Nie wiem, co się dzieje, ale boję się, że może to mieć poważne konsekwencje.""",3
"""Nie mam czasu na twoje głupie gierki! Przestań natychmiast!""",4
"""Życie jest bezsensowne i bezcelowe. Nic nie ma sensu.""",5
"""Wow, to jest naprawdę niesamowite!""",6
"Zgadzam się, że należy dokładnie przestrzegać przepisów i procedur.",0
"Cieszę się, że mam okazję doświadczać tylu wspaniałych rzeczy w życiu i mam nadzieję, że będę je dalej cieszyć się każdego dnia.",1
"""Czuję się tak, jakbym był całkowicie sam w tym świecie, z każdym dniem coraz bardziej oddalony od wszystkiego, co kiedyś było ważne.""",2
"Jestem przerażony tym, co się dzieje. Martwię się o przyszłość i obawiam się, że nie będziemy w stanie sobie poradzić z tymi wszystkimi problemami. Nie wiem, jak przetrwać w tak trudnych czasach i boję się, że nie będę miał siły, by stawić czoła wyzwaniom, przed którymi stajemy.",3
"""Jak możesz mi to zrobić? Jak możesz mnie tak traktować? Czy to jest jakiś żart? Nie mam słów, żeby opisać jak bardzo jestem wściekły! Nie masz pojęcia, co czuję! Nie zasługujesz na mój szacunek ani na moją przyjaźń! Nie będę cię dłużej tolerować!""",4
"""Twoje oczy są brzydkie jak śmierdzące jajko, a twoja twarz jest tak szara jak stare, zgniłe jabłko.""",5
"""Cóż, nie wiem, co powiedzieć... To jest takie dziwne.""",6
"""Myślę, że to będzie ciekawe doświadczenie"".",0
"""Cieszę się, że mogę dzielić się szczęściem z innymi i że moje życie jest tak piękne!""",1
"""Czuję się tak samotny i bezradny, jakbym był na samym dnie morza.""",2
"Czy mam na to wystarczająco dużo czasu? Boję się, że jeśli nie zdążę, to moje wysiłki pójdą na marne.",3
"""Nie mam czasu na twoje głupoty! Jeśli nie masz nic ciekawego do powiedzenia, to wyjdź z mojego życia!""",4
"""Życie jest po prostu jedną ciągłą walką, której nigdy nie można wygrać.""",5
"""Hm, to dziwne.""",6
Nie mam zdania na ten temat.,0
"Hej, świecie! Dzisiaj jest piękny dzień, więc postanowiłem uśmiechnąć się i cieszyć z tego, co mam!",1
"""Czuję się jakbym wciąż był w pułapce, bez wyjścia, bez nadziei na lepsze jutro.""",2
"Jestem pełen obaw o to, co przyniesie przyszłość. Czuję, że wciąż wędruję po ciemnym labiryncie, a każdy krok może doprowadzić do nieprzewidzianych konsekwencji. Obawiam się, że moje decyzje mogą mieć dalekosiężne skutki, a ich konsekwencje będą trudne do naprawienia. Nie wiem, jak poradzić sobie z problemami, które mogą pojawić się na mojej drodze, więc nie czuję się bezpieczny.",3
"""Czy nie możesz po prostu zrobić tego, o co cię proszę, zamiast narzekać na wszystko? Nie mam ochoty słuchać twoich wymówek ani narzekania!""",4
"""Jesteś tak głupi, że nawet gdybyś miał dwa mózgi, to i tak byś nie zrozumiał.""",5
"""To jest naprawdę dziwne, nie mam pojęcia, co się dzieje.""",6
"Rozumiem, co mówisz.",0
"""Świat jest pełen cudownych rzeczy do odkrycia, a ja jestem gotowy do zabawy!""",1
"""Wszystko, co robię, kończy się fiaskiem. Nie ma sensu nawet próbować.""",2
"""Nie wiem, co się dzieje, ale czuję, że coś strasznego jest tuż za rogiem!""",3
"""Jak możesz mi to zrobić? Nie mogę w to uwierzyć! Jestem wściekły i nie mam zamiaru tego dłużej tolerować!""",4
"""Używam jednego słowa, aby opisać twoją twarz: odrażająca"".",5
"""Hmm, to jest dziwne.""",6
"""Mam nadzieję, że wszystko pójdzie dobrze.""",0
"Jestem tak szczęśliwy, że mogę dzielić się moją radością z innymi i mam nadzieję, że moje szczęście będzie trwać wiecznie!",1
"""Czuję się tak, jakbym została pozbawiona wszystkiego, co miało dla mnie jakiekolwiek znaczenie. Wszystko, co kiedyś było dla mnie ważne, nagle przestało istnieć, a ja pozostałam sama z moim bólem i pustką.""",2
"""Nie chcę tu być. Boję się, że coś złego się wydarzy. Chciałbym jak najszybciej stąd wyjść.""",3
"""Jestem zmęczony ciągłymi przeszkodami i wymyślanymi problemami! Nie mogę już tego dłużej znieść! Musimy znaleźć jakieś rozwiązanie, bo inaczej będę musiał zakończyć współpracę!""",4
"""Nienawidzę tego miejsca. Jest brudne, ponure i bez nadziei na poprawę.""",5
"""Nie mogę uwierzyć, że to się dzieje! Jak to możliwe?""",6
"Ok, rozumiem.",0
"Hej! Śmiech to zdrowie, więc lepiej się śmiać niż płakać!",1
"""Czuję się tak samotny, jakby nikt nie był w stanie mnie zrozumieć.""",2
